limit_balance,sex,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,education_level,degree,default_payment_next_month
100000,2,2,41,-1,-1,-1,-1,0,-1,1633,2043,4830,0,4307,0,7432,1633,2043,4830,3535,4307,3,high school,1
410000,2,2,30,0,-1,-1,0,0,-1,3188,15106,6000,0,8341,17331,6972,3188,15106,15313,10959,8341,1,graduate school,0
260000,2,1,33,0,-1,-1,0,0,0,2740,107139,4000,4000,4696,5000,3140,2740,107139,105188,104418,106990,5,unknown,0
50000,1,1,47,-1,-1,-1,2,0,-1,390,780,390,0,390,0,390,390,780,780,390,390,2,university,0
20000,1,2,44,0,-1,-1,0,0,0,203,20710,1305,696,712,860,19696,203,19378,19961,19962,19981,2,university,0
20000,1,2,38,1,-1,0,0,0,0,18451,1300,1302,662,688,800,-2086,16116,17151,18161,18521,18911,3,high school,0
200000,2,2,31,-1,-1,-1,-1,0,0,3643,2000,1000,2000,0,1249,7773,3426,2000,1000,3000,2000,1,graduate school,0
180000,2,2,38,0,-1,0,0,0,0,180040,8200,9607,5103,5237,5000,16056,179490,180360,177460,140738,141830,1,graduate school,0
50000,1,2,34,0,-1,0,0,0,0,91000,1200,600,29057,1076,1300,48973,50601,49805,27605,29447,30045,2,university,0
90000,2,1,25,-1,-1,-1,-1,0,-1,174,1473,780,0,780,0,3363,174,1473,390,390,780,3,high school,1
210000,2,2,26,0,-1,0,0,0,0,3582,63000,20000,5000,52343,15000,6608,3582,63527,32088,16731,62561,1,graduate school,0
10000,2,1,37,0,-1,0,0,0,0,7419,1400,1000,500,500,500,10000,7419,7392,8265,8631,17974,2,university,0
180000,2,2,27,-1,-1,0,0,0,0,28100,1743,1200,2000,2000,0,2381,28048,25900,22964,21878,13715,1,graduate school,0
280000,1,1,25,-1,-1,0,0,0,0,89295,2192,1899,1673,2125,1511,3863,84601,67765,63628,60860,60316,2,university,0
450000,2,2,40,-1,-1,-1,-1,0,0,26731,55367,15174,10528,10037,48551,5453,25948,53938,14602,18065,19239,3,high school,0
100000,2,2,23,-1,-1,-1,0,0,0,0,8472,0,0,0,9038,850,0,8472,8472,1768,0,1,graduate school,0
200000,2,1,47,-1,-1,-1,-1,0,-1,2541,10599,13865,0,5519,2358,11418,2541,10599,13865,6177,5519,2,university,0
30000,2,1,29,-1,-1,-1,0,0,0,14969,9942,10,10022,384,0,3489,14926,9937,8027,14709,7483,3,high school,0
280000,1,2,38,-2,-1,0,0,0,0,5716,117698,3884,3376,7503,3591,192080,197796,314042,116480,118270,124742,3,high school,0
300000,2,2,30,-1,-1,-1,-1,0,0,200,208,2610,0,0,0,515,200,208,2609,2040,1341,1,graduate school,0
110000,2,2,24,-1,-1,-1,-1,0,0,1352,1867,36986,5000,3000,23000,1362,1352,1867,36986,40053,41196,2,university,0
160000,2,1,35,-1,-1,-1,-1,0,0,0,312,7736,0,0,1470,335,0,312,7736,7278,7278,3,high school,0
210000,2,2,43,1,-1,0,0,0,0,184212,5482,3493,3590,3815,3876,-3309,177952,167125,139784,142662,145725,1,graduate school,0
400000,2,1,28,-1,-1,2,0,0,0,405016,0,14000,13560,28000,0,6500,405016,391178,392932,394410,410127,1,graduate school,0
320000,2,2,28,0,-1,0,0,0,0,44462,12000,2000,1000,1000,5098,10668,44197,36538,34603,31596,30155,2,university,0
50000,2,1,36,0,-1,0,0,0,0,1710,25000,754,600,800,1900,3781,1710,25967,17227,15714,15876,3,high school,0
100000,2,2,28,0,-1,-1,0,0,0,13695,49813,50054,33,10028,100000,7220,13677,49773,61244,31410,20529,3,high school,0
120000,2,2,50,0,-1,0,0,0,0,125000,4065,4000,3000,3000,3000,149540,118675,120047,100637,79613,79286,3,high school,1
360000,1,2,32,-1,-1,-1,-1,0,0,185,0,617,0,0,0,27,185,0,617,617,0,1,graduate school,0
420000,1,2,36,-1,-1,-1,2,2,2,40146,23040,63,104,23,50212,9464,37856,31429,22483,16437,-2474,1,graduate school,0
190000,1,1,41,0,-1,-1,-1,2,2,326,176,954,0,950,0,82926,326,176,804,478,952,3,high school,0
350000,1,2,35,-1,-1,2,2,2,-1,4273,0,0,1006,1006,0,3260,4248,785,135,0,1006,1,graduate school,0
320000,2,1,47,-1,-1,2,-1,2,-1,38075,0,39424,0,25120,35375,10159,37758,15591,39240,28424,25120,2,university,0
80000,2,1,45,-1,-1,-1,2,2,3,0,1890,0,2523,0,0,2516,0,1890,1712,4180,3820,3,high school,0
200000,2,2,28,1,-1,3,2,2,-2,344,0,0,0,0,250,0,344,344,344,0,0,1,graduate school,0
200000,2,1,49,2,-1,2,2,2,0,52439,0,6000,0,5000,2286,570,52439,51040,56205,54723,58657,3,high school,1
100000,2,2,46,-1,-1,-1,2,2,-1,0,203,0,0,7856,10000,3780,0,203,203,0,7856,3,high school,0
80000,2,2,26,0,-1,-1,2,2,2,376,2281,0,0,0,35893,1238,376,2281,1356,355,-520,1,graduate school,0
20000,1,2,34,-1,-1,-1,2,2,-2,390,780,0,0,0,0,390,390,780,780,0,0,2,university,0
60000,2,2,27,-1,-1,-2,-1,2,-1,0,0,300,0,150,200,14072,0,0,300,150,150,1,graduate school,0
120000,2,1,27,2,-1,-1,-1,2,-1,390,390,780,0,930,300,390,390,390,780,240,630,3,high school,0
80000,2,1,39,1,-1,-1,2,2,2,174,2071,150,0,931,0,0,174,2071,2036,840,1081,2,university,1
60000,2,2,27,2,-1,-1,-1,-1,-1,563,8004,692,0,191,0,322,530,8004,692,0,191,1,graduate school,0
230000,1,1,61,-1,-1,-1,-1,-1,-1,3710,2266,7338,2791,7433,4527,1477,3699,2252,4932,2783,7411,1,graduate school,0
390000,2,1,53,-1,-1,-2,-2,-1,0,0,0,0,343,1000,1076,611,0,0,0,343,1343,1,graduate school,0
330000,2,2,31,-1,-1,-1,-1,-1,-1,7565,32096,1665,166,0,16705,3437,7525,32096,1665,166,0,1,graduate school,0
280000,1,2,30,-1,-1,-1,-1,-1,-1,380,5118,380,380,380,380,17913,380,5118,380,380,380,1,graduate school,0
200000,2,2,32,-1,-1,-1,-1,-1,-1,2021,1050,0,400,976,1123,8479,2021,1050,0,400,976,1,graduate school,0
180000,2,1,45,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,3,high school,0
50000,2,2,25,-1,-1,-1,-1,-1,-1,3557,23501,2889,3057,2746,47651,3195,3548,23231,2881,3048,2739,1,graduate school,0
120000,1,2,31,-1,-1,-1,-1,-1,-2,2647,10363,3600,0,0,0,15665,2647,10293,3600,0,0,1,graduate school,0
160000,2,1,37,-1,-1,-1,-1,-1,-1,5902,9128,2412,2271,2187,4792,9293,5875,9121,2412,2271,2187,1,graduate school,0
210000,1,2,48,-1,-1,-1,-1,-1,0,2776,2776,526,4880,0,1315,2776,2776,2776,526,4880,1315,2,university,0
130000,2,2,25,2,-1,-1,-1,-1,-1,668,1200,1300,964,1698,60549,836,668,1017,1298,550,-286,2,university,1
220000,1,1,40,-1,-1,-1,-1,-1,-1,1000,11289,4887,3083,10020,6473,2300,1000,11289,4887,3083,9401,2,university,0
130000,2,1,43,-1,-1,-1,-1,-1,-1,6776,2811,3589,11351,1543,1109,2292,6776,2811,3589,11151,1543,2,university,0
150000,1,2,51,-1,-1,-1,-1,-1,-1,3146,2659,2472,4116,4703,4708,3958,3146,2651,2465,4108,4703,3,high school,0
330000,1,2,37,0,-1,-1,-1,-1,-1,140,1500,1226,0,3000,3000,16270,140,500,1226,-1121,1879,2,university,0
200000,2,1,50,-2,-1,0,0,-1,0,6640,1025,10249,5380,5000,2261,3414,6640,7428,10234,5380,7532,2,university,0
50000,1,1,41,-1,-1,-1,0,-1,-1,390,780,0,390,390,1170,390,390,780,390,390,390,2,university,1
220000,2,1,47,-1,-1,-1,-1,-1,-1,50451,64775,22794,184483,62140,48080,38412,50367,64735,22792,184483,62140,3,high school,0
80000,2,1,33,-1,-1,0,-1,-1,-2,107,1000,1338,0,0,1080,325,107,1107,1338,0,0,3,high school,0
30000,2,2,22,2,-1,-1,-1,-1,-1,1995,3530,0,5960,0,1778,174,1995,3530,0,5960,0,2,university,0
500000,2,2,32,-1,-1,-1,-1,-1,-1,39560,302961,38139,104673,35387,177258,103880,39356,301441,37945,104491,35234,1,graduate school,0
180000,2,1,43,-1,-1,-1,0,-1,-1,24049,91272,162,11859,506,1304,36484,24049,89271,1946,11859,506,1,graduate school,0
320000,2,1,44,-1,-1,-1,-1,-1,-1,12498,46185,1387,6094,2155,1273,3493,12444,46163,1373,6064,2145,2,university,0
260000,2,2,29,-1,-1,-1,-1,-1,-1,553,0,202,11990,3359,1035,1267,553,0,202,11990,3359,2,university,0
340000,2,2,27,-1,-1,-1,-1,-1,-1,9318,5343,7819,332,16516,5000,14745,9318,4794,7819,332,16516,2,university,0
330000,1,1,56,-1,-1,2,-1,-1,0,1499,0,360,7143,3000,2383,360,1499,360,360,7143,5725,3,high school,0
160000,2,1,41,1,-1,-1,-1,-1,-1,1496,1496,1496,1496,1496,1496,0,1496,1496,1496,1496,1496,2,university,0
30000,2,2,26,-1,-1,-1,-1,-1,2,1270,11500,2462,1559,0,3192,2635,807,11428,2462,3605,1559,1,graduate school,0
50000,2,2,42,-1,-1,-1,-1,-1,2,37073,7700,42038,42096,587,9162,1310,37073,7700,42038,42610,42096,1,graduate school,0
360000,1,1,38,-1,-1,-1,-1,-1,-1,0,390,390,390,390,390,780,0,390,390,390,390,1,graduate school,1
200000,2,1,42,-1,-1,2,-1,-1,-1,770,0,5269,1329,2280,0,796,770,770,5259,1329,3609,1,graduate school,0
100000,1,2,26,-1,-1,-1,-1,-1,-1,4503,4066,10900,3196,18543,3215,1872,4490,4056,10782,3187,18515,1,graduate school,0
500000,1,1,37,-1,-1,-1,-1,-1,-1,3904,123000,10052,10105,43168,16915,14817,2480,122750,4599,10094,43150,1,graduate school,0
260000,2,2,32,-1,-1,-1,-1,-1,0,5525,1390,2095,5361,15,1894,1694,5499,1384,2085,5351,3179,1,graduate school,0
280000,2,1,40,-1,-1,-1,-1,-1,2,415,415,565,830,0,415,415,415,415,565,830,415,2,university,0
120000,2,1,42,-1,-1,-1,0,-1,0,263,4531,0,4015,0,1007,2207,263,4531,1211,4015,2042,3,high school,0
200000,2,1,41,-2,-1,2,0,-1,-1,5932,0,0,4680,0,0,0,5932,5674,1484,4680,0,1,graduate school,0
350000,1,2,33,-1,-1,-1,-1,-1,-1,8405,15052,3805,20467,3253,27168,148341,8095,15047,3220,20461,3249,1,graduate school,0
260000,1,2,28,-1,-1,-1,-1,-1,-1,11515,13419,22209,54807,62534,37935,76996,11515,13392,22209,54807,62534,1,graduate school,0
100000,2,1,40,-1,-1,-1,0,-1,-1,390,780,0,390,7140,1230,390,390,780,390,390,7140,1,graduate school,0
20000,2,2,24,-1,-1,-1,-1,-1,-1,4023,440,440,440,440,440,440,4023,440,440,440,440,1,graduate school,0
230000,2,2,29,-1,-1,-1,-1,-1,-1,318,725,2592,3198,4260,4944,8916,318,725,2586,3198,4260,1,graduate school,0
200000,2,1,34,-1,-1,-1,-1,-1,-1,390,390,561,390,390,390,390,390,390,561,390,390,2,university,0
260000,2,1,35,-1,-1,-1,-1,-1,0,869,6574,3551,3700,0,1047,5656,591,6574,3551,3634,2440,2,university,0
150000,2,2,28,-1,-1,-1,-1,-1,0,326,326,326,652,0,326,326,326,326,326,652,326,2,university,0
170000,1,2,30,-1,-1,-1,-1,-1,-1,1096,2640,1294,3126,1270,1002,297,1093,2633,1291,3117,1267,4,others,0
180000,2,1,33,-1,-1,-1,-1,-1,-1,14824,19713,13117,24630,485,33283,7017,14824,19692,13115,24623,485,1,graduate school,0
460000,2,2,34,-1,-1,-1,-1,-1,-1,8869,23664,12659,5752,10192,7419,14460,8869,21494,12657,5739,10184,1,graduate school,0
20000,2,2,31,-1,-1,-1,-1,-1,-1,416,416,832,416,416,416,416,416,0,416,416,416,1,graduate school,0
150000,1,1,35,-1,-1,-1,-1,-1,-1,593,2490,4573,1610,2053,4349,4030,592,2483,4556,1606,2047,2,university,0
210000,1,2,33,-1,-1,-1,-1,-1,0,264,264,264,42515,1559,1472,1024,264,264,264,42515,43104,2,university,0
230000,2,2,32,1,-1,-1,0,-1,-1,1621,2015,10,1479,3104,1152,328,1593,2015,1077,1479,3104,2,university,0
270000,2,1,35,-1,-1,-1,-1,-1,-1,165,165,165,0,601,928,165,165,165,165,0,601,2,university,0
360000,2,1,37,-1,-1,0,-1,-1,-1,17444,10035,10000,10000,10000,0,10000,17444,17165,10000,10000,10000,2,university,0
240000,2,1,34,0,-1,-1,-1,-1,-1,1479,1479,1479,1479,1240,1655,1670,1479,1479,1479,1479,1240,1,graduate school,1
10000,1,2,43,2,-1,-1,-1,-1,-1,608,700,5954,0,1308,0,654,608,654,5954,0,1308,2,university,1
450000,1,2,31,-1,-1,-1,-1,-1,-1,3629,3271,6271,2135,2546,4877,10350,3629,3271,6271,2135,2546,1,graduate school,1
120000,1,2,27,-1,-1,-1,-1,-1,-1,880,880,880,880,1030,880,880,880,880,880,880,1030,1,graduate school,0
210000,1,1,53,-1,-1,-1,-1,-1,-1,5983,9331,11008,2550,3493,1308,6060,5934,9303,10976,2543,3483,1,graduate school,0
80000,2,1,27,-1,-1,-1,-1,-1,-2,390,390,780,0,0,0,390,390,0,780,0,0,2,university,0
130000,1,1,37,-1,-1,-1,-1,-1,-1,2196,7533,4689,840,390,390,1390,2196,7533,4656,840,390,6,unknown,0
230000,2,1,36,-1,-1,-1,-1,-1,-1,380,2100,530,2282,1390,380,2078,380,2100,530,2282,1390,1,graduate school,0
50000,1,1,37,-1,-1,-1,-1,-1,-1,22530,6640,5410,9570,1500,0,4719,22449,6640,5410,9570,1500,2,university,0
100000,2,1,41,-1,-1,-1,-1,-1,-1,4612,2099,3494,2086,2379,3219,1594,4612,2098,3494,2086,2379,2,university,0
270000,2,1,30,-1,-1,-2,-2,-1,-1,3934,0,0,3353,764,35532,3842,3934,0,0,3353,764,3,high school,0
30000,2,2,48,-1,-1,-1,-1,-1,-1,0,390,390,390,0,780,2946,0,390,390,390,0,3,high school,1
270000,2,1,37,-1,-1,-1,-1,-1,-1,2197,186,0,173,0,433,384,2197,186,0,173,0,3,high school,1
180000,2,1,37,2,-1,-1,-1,-1,0,326,326,480,1011,2000,3000,326,326,326,480,1011,2685,1,graduate school,1
210000,1,1,37,-1,-1,-1,-1,-1,-1,565,1188,2667,546,578,2769,3094,565,1188,2667,546,578,1,graduate school,0
360000,2,2,31,-1,-1,0,0,-1,-1,2251,5463,2251,1896,5117,7172,24500,2251,7714,4502,1896,5117,1,graduate school,0
80000,2,1,37,-1,-1,-1,-1,-1,-1,286,14255,10071,317,728,16312,2028,286,14255,10056,317,728,1,graduate school,0
100000,2,2,23,-1,-1,-1,-1,-1,-1,656,687,620,0,627,3620,694,650,687,620,0,627,2,university,1
210000,2,1,48,-1,-1,-1,-1,-1,-1,0,358,12816,0,102,210,1417,-3,355,12816,0,102,2,university,0
170000,2,2,34,-1,-1,-1,-1,-1,-1,1599,1122,1692,648,0,631,3105,1599,1122,1692,648,0,2,university,0
200000,1,1,37,-1,-1,-1,-1,-1,-1,4727,2526,3971,6827,4427,5603,3506,4713,2519,3960,6797,4414,2,university,0
140000,1,2,30,0,-1,-1,-1,-1,-1,6500,2515,0,8000,0,1000,22778,6405,1683,-885,3019,-177,1,graduate school,0
360000,2,2,28,1,-1,-1,-1,-1,-2,420,0,742,0,0,198,0,420,0,742,0,0,1,graduate school,0
180000,2,2,30,1,-1,0,0,-1,-1,3095,5000,6022,2566,711,2419,0,3095,7843,13084,926,711,1,graduate school,0
200000,1,2,47,-1,-1,-1,-1,-1,-1,696,696,696,846,696,696,696,696,696,696,846,696,1,graduate school,0
280000,1,1,41,-1,-1,-1,-1,-1,-1,3110,3188,4189,10276,9898,1691,3520,3110,3188,4176,10276,9898,2,university,0
80000,2,2,24,-1,-1,-1,-1,-1,-1,1396,18754,5449,2059,5798,3098,386,1392,18634,5433,2053,5781,2,university,0
290000,2,2,41,-1,-1,-1,-1,-1,-1,6891,980,4059,2473,3332,3203,6959,6891,980,4059,2473,3332,2,university,0
400000,2,1,46,-1,-1,-1,-1,-1,-1,19753,26245,135000,53000,163837,37345,30018,19735,26181,134967,52991,163837,2,university,0
30000,2,2,41,0,-1,-1,0,-1,2,1261,630,0,840,0,780,1448,1261,630,240,690,150,2,university,0
240000,2,2,26,1,-1,-1,-1,-1,-1,189,651,0,127,0,0,0,189,651,0,127,0,1,graduate school,0
200000,1,2,40,-1,-1,-1,-1,-1,-1,1086,2775,22813,10526,326,573,2159,760,2775,22813,10526,326,1,graduate school,0
300000,1,2,34,-1,-1,-1,-1,-1,-1,396,396,0,792,68095,1700,396,396,396,0,792,68095,1,graduate school,0
20000,1,2,24,-1,-1,-1,-1,-1,-2,390,390,780,0,0,0,390,390,390,780,0,0,1,graduate school,0
80000,1,2,25,-1,-1,2,-1,-1,-1,1650,0,825,825,825,0,825,1650,825,825,825,825,1,graduate school,0
30000,2,1,39,-1,-1,-1,-1,-1,-1,223,223,223,223,675,10473,223,223,223,223,223,675,2,university,1
140000,2,1,35,-1,-1,-1,-1,-1,-1,326,6736,4246,326,326,502,326,326,6410,4246,326,326,2,university,0
50000,2,1,47,-1,-1,-1,-1,-1,-1,3415,3421,2044,30430,257,0,650,3415,3416,2040,30430,257,3,high school,0
60000,1,2,23,-1,-1,-1,-1,-1,-1,1000,0,1000,0,400,300,5363,262,-144,450,202,196,5,unknown,0
360000,2,1,46,1,-1,-1,-1,-1,-1,17392,0,32178,680,6205,18814,723,17392,-8,32170,680,6205,1,graduate school,0
150000,2,1,34,-1,-1,-1,-1,-1,-1,3102,3087,2887,2887,2887,3103,3099,3102,3087,2887,2887,2887,1,graduate school,0
160000,2,2,30,-1,-1,-1,-1,-1,-1,4572,7379,669,21581,0,1100,584,4572,7379,669,21381,200,2,university,0
290000,2,2,46,0,-1,-1,-1,-1,0,1343,21542,2239,156733,7219,17512,289002,1332,21429,2228,156721,157203,1,graduate school,0
360000,2,1,30,1,-1,-1,-1,-1,-1,1197,23931,3171,0,28134,8402,-6,1191,23812,3155,-140,27994,1,graduate school,0
240000,2,2,25,1,-1,-1,-1,-1,-2,587,0,2417,0,0,7642,0,587,0,2417,0,0,1,graduate school,0
120000,2,2,29,-1,-1,-1,0,-1,-1,5894,10863,0,1126,4802,9751,3945,5795,10863,1601,1126,4802,1,graduate school,0
200000,1,1,40,-1,-1,-1,-1,-1,-1,400,390,830,400,550,310,390,394,388,822,386,540,1,graduate school,0
200000,2,2,41,-1,-1,-1,-1,-1,-1,2502,21699,3003,3392,4343,326,504,2502,21699,2914,3392,4343,1,graduate school,0
220000,2,1,34,-1,-1,-1,-1,-1,-1,15683,1381,3300,2452,2728,0,51565,15683,1381,3300,2452,2728,2,university,1
320000,1,1,45,-1,-1,-1,-1,-1,-1,5318,4160,6296,977,23,0,1471,5184,4144,6290,977,-23,2,university,0
390000,2,1,32,-1,-1,-1,-1,-1,0,0,682,11130,9942,6600,1000,2075,0,682,10943,9942,11168,2,university,0
210000,2,2,31,-1,-1,-1,-1,-1,-1,1368,1080,1567,788,0,1638,1154,1368,1080,1567,788,0,2,university,1
100000,2,1,48,-1,-1,-1,-1,-1,-1,5333,15798,390,2265,1823,780,390,5333,15798,390,2265,1823,3,high school,0
150000,2,1,58,-1,-1,-1,-1,-1,-1,2277,4066,1665,559,0,663,1657,2277,4049,1665,559,0,1,graduate school,0
410000,1,1,37,-1,-1,-1,-1,-1,-1,2290,2756,3560,6661,3877,1249,5770,2290,2756,3560,6661,3877,1,graduate school,0
90000,2,1,48,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,2,university,1
140000,2,1,35,-1,-1,-1,-1,-1,-1,4340,4332,4172,5544,4345,2178,4694,4340,4332,4058,2929,4345,2,university,1
500000,2,1,52,-1,-1,-1,-1,-1,-1,8677,0,30498,1174,0,800,7593,8660,0,30498,1174,0,2,university,0
50000,2,2,38,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,2,university,0
250000,1,1,44,-1,-1,-1,-1,-1,-1,3924,4482,43676,38166,576,2389,6826,3900,4482,43546,38051,576,3,high school,1
310000,2,1,42,0,-1,-1,2,-1,-1,19697,2270,4,17161,7030,0,21692,19697,17257,7900,17161,14585,2,university,0
190000,2,1,34,-1,-1,-1,-1,-1,-1,11996,39382,5090,2787,23405,978,7251,11990,39360,5090,2787,23405,4,others,0
50000,2,2,25,-1,-1,2,-1,-1,-2,5000,200,10610,0,0,0,13572,17983,15590,10610,0,0,1,graduate school,0
310000,1,2,33,-1,-1,-1,-1,-1,-1,12910,990,0,1715,11936,277,10878,12910,990,0,1715,11936,1,graduate school,0
390000,1,1,46,-1,-1,-1,-1,-1,-1,94921,53796,6009,9096,3267,2901,6346,94921,53796,6009,9096,3267,1,graduate school,0
210000,1,1,42,-1,-1,-1,-1,-1,-1,3527,4425,2708,3588,4087,1841,2827,3517,4412,2700,3578,4075,1,graduate school,0
210000,2,1,40,-1,-1,-1,-1,-1,-1,560,5287,2000,900,406,900,12555,560,5287,2000,900,406,2,university,0
260000,2,1,43,-1,-1,-1,-2,-1,-1,1742,0,0,5055,5996,5648,684,1726,0,0,5055,5996,2,university,0
180000,2,1,36,-1,-1,-1,-1,-1,-1,92,92,603,1760,826,826,1000,92,92,603,1760,826,2,university,0
50000,1,1,61,2,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,2,university,1
360000,1,2,37,1,-1,-1,-1,-1,-1,515,1075,0,2117,630,375,-2,513,1070,-10,2107,627,1,graduate school,0
230000,2,2,30,-1,-1,-1,-1,-1,-1,283,1906,501,283,423,283,1219,283,1906,501,283,423,1,graduate school,0
200000,2,2,35,-1,-1,-1,-1,-1,-1,2711,3514,2297,928,0,2308,909,2708,3514,2297,928,0,1,graduate school,0
250000,2,2,36,-1,-1,-1,-1,-1,0,72534,6456,174,1682,2,0,6378,72173,6341,174,1676,388,1,graduate school,0
290000,2,1,53,-1,-1,-1,-1,-1,-1,199,1440,1017,3798,4898,5034,1538,199,1440,1017,3798,4898,2,university,0
200000,2,1,42,-1,-1,-1,-2,-1,0,10468,0,0,400,0,0,535,10468,0,0,400,400,3,high school,0
170000,2,1,42,-1,-1,-1,-1,-1,-1,552,552,552,552,0,33290,552,552,552,552,552,0,3,high school,0
50000,2,1,32,-1,-1,-1,-1,-1,-1,1444,1447,1261,1261,1261,91,1442,1444,1447,1261,1261,1261,3,high school,0
140000,2,2,34,-1,-1,-2,-2,-1,0,0,0,0,6400,5000,1000,1500,0,0,0,6400,11400,1,graduate school,0
80000,2,2,27,-1,-1,2,-1,-1,-1,12961,0,2403,407,3176,7336,988,12922,12261,2393,407,2888,1,graduate school,1
160000,2,1,36,-1,-1,-1,-1,-1,-1,2242,6745,2500,2689,0,0,2511,2242,6109,2500,2689,0,2,university,1
210000,2,2,30,-1,-1,-1,-1,-1,-1,5793,1181,1031,1430,1031,1031,1661,5793,1181,1031,1430,1031,3,high school,0
20000,1,2,26,0,-1,-1,-1,-1,-1,3150,10464,0,1690,18156,19800,1490,3150,10464,0,1690,18156,1,graduate school,0
450000,2,1,35,-1,-1,-2,2,-1,-1,0,0,390,390,390,390,403,0,0,390,390,390,1,graduate school,0
240000,2,2,36,-1,-1,-1,-1,-1,-1,3152,5416,3799,577,4899,1450,330,3152,5400,3799,574,4899,1,graduate school,0
460000,1,1,44,-1,-1,-1,-1,-1,-1,51383,103142,68541,28269,76056,52143,15264,51372,103119,68541,28269,75942,1,graduate school,0
140000,2,2,42,-1,-1,-1,0,-1,-1,395,1204,0,748,0,2688,176,395,1204,700,748,-784,2,university,0
50000,2,1,49,-1,-1,-1,-1,-1,-1,9115,1198,198,1198,11198,29358,12515,9115,1198,198,1198,11198,2,university,1
290000,1,1,36,-1,-1,-1,-1,-1,-1,27411,12821,11111,24586,11992,12772,16082,27310,12811,11111,24586,11992,2,university,0
120000,1,1,58,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,2,university,0
50000,1,2,26,2,-1,-1,-1,-1,-1,291,291,291,291,0,873,291,291,291,291,291,0,2,university,0
500000,1,1,34,1,-1,-1,2,-1,-1,198,0,0,115399,6211,2054,0,198,198,198,115397,120250,1,graduate school,1
150000,2,2,32,-1,-1,-1,-1,-1,-1,468,2988,2232,4535,0,1593,1758,468,2988,2232,4535,0,1,graduate school,0
230000,2,2,29,-1,-1,-1,-1,-1,-1,466,3461,495,495,495,0,495,466,3432,495,495,495,1,graduate school,0
230000,1,2,27,-1,-1,-1,-1,-1,-1,7662,2066,2007,2108,394,3214,5652,7652,2062,2007,2104,394,1,graduate school,0
210000,1,1,48,-1,-1,-1,0,-1,-1,8666,17307,173,8666,17303,173,8666,8666,17307,8666,8666,17303,2,university,0
120000,1,2,36,-1,-1,-1,-1,-1,-1,396,396,392,400,396,942,396,396,396,392,396,396,2,university,0
310000,1,2,45,-1,-1,-1,-1,-1,-1,1217,31967,1796,1936,556,15664,124793,1210,31635,1788,1927,553,2,university,0
200000,1,2,28,-1,-1,-1,-1,-1,0,1109,2807,26316,50108,85,1746,1707,1106,2628,7502,38584,16990,4,others,0
360000,1,2,30,-1,-1,-1,-1,-1,-1,307,400,589,956,1383,448,11487,307,400,589,956,1383,1,graduate school,0
160000,2,1,32,-1,-1,-1,-1,-1,-1,3248,3421,2750,2750,5224,2313,3189,3203,3421,2750,2750,5224,1,graduate school,0
360000,1,1,39,-1,-1,2,-1,-1,0,1139,0,2193,528,0,264,264,1139,264,2193,528,264,1,graduate school,0
60000,1,2,29,-1,-1,2,0,-1,-1,2440,0,1000,1335,888,150,816,2440,1444,1634,1335,1825,1,graduate school,0
160000,1,2,30,-1,-1,-1,-1,-1,-2,1941,2645,2339,0,0,0,3197,1936,2329,2332,-4,-4,2,university,0
260000,1,1,38,-1,-1,-1,-1,-1,-1,5722,28811,1313,2667,1447,2588,17949,5693,28669,1207,2654,1441,2,university,0
210000,2,1,50,-1,-1,-1,-1,-1,-1,390,390,390,390,150,780,390,390,390,390,390,150,2,university,1
80000,2,2,23,-1,-1,0,0,-1,-1,6687,1000,0,4318,0,254,3526,6687,4356,3450,4318,0,1,graduate school,0
160000,2,1,29,-1,-1,-2,-1,-1,-1,0,0,150,150,989,0,1778,0,0,150,150,989,1,graduate school,1
420000,2,2,33,-1,-1,-2,-2,-1,-1,0,0,0,1643,3400,403500,25718,0,0,0,1643,6800,1,graduate school,0
50000,2,1,34,-1,-1,-1,-1,-1,-1,14608,22730,14911,6758,3727,2440,2531,14504,22553,14900,6758,3727,1,graduate school,0
100000,2,2,37,-1,-1,0,-1,-1,-2,21711,1000,780,0,0,0,1725,21711,10487,780,0,0,1,graduate school,0
50000,2,2,26,-1,-1,-1,-1,-1,-1,651,1072,1713,651,646,651,651,651,1072,1713,651,646,1,graduate school,1
150000,2,2,33,0,-1,-1,-1,-1,-1,237,1426,1141,1067,1200,1150,74033,237,1420,1141,1067,1128,1,graduate school,0
140000,2,2,29,1,-1,-1,-1,-1,-1,1216,2698,6069,3889,1242,3061,0,1216,2677,2985,3739,1242,1,graduate school,0
10000,1,2,23,-1,-1,0,-1,-1,-1,6007,1000,390,0,780,0,1504,6007,6470,390,0,780,2,university,0
150000,2,2,28,-1,-1,-1,-1,-1,-1,2500,7500,11478,7080,1651,43600,8200,2500,7500,11478,7080,1651,2,university,0
